ID,cidade,estado,lat,long
43557,Norfolk,MA,42.1165,-71.3311
43558,Norfolk,MA,42.1165,-71.3311
43559,Franklin/Brentwood,TN,32.7199,-117.1805
43560,Millsboro,DE,38.5608,-75.2492
43561,Toledo,OH,41.6525,-83.5486
43562,Brentwood,TN,36.0347,-86.7836
43563,Brandon,VT,43.8405,-73.0923
43564,Cassadaga,NY,42.3433,-79.2721
43565,Squaw Valley,CA,36.7423,-119.1927
43566,Yarmouthport,MA,32.7199,-117.1805
43567,Newington,CT,41.6859,-72.7315
43568,Wind Lake,WI,32.7199,-117.1805
43569,Troy,NH,42.8320,-72.1892
43570,Dubuque,IA,42.5590,-90.6961
43571,Prospect,CT,41.4991,-72.9764
43572,Holts Summit,MO,38.6226,-92.0887
43573,New York City (Staten Island),NY,32.7199,-117.1805
43574,Lumberton,NJ,39.9604,-74.8077
43575,Roseville,MI,42.5097,-82.9360
43576,Los Angeles,CA,33.9736,-118.2479
43577,Oconomowoc,WI,43.1187,-88.5185
43578,Rotherham (UK/England),,32.7199,-117.1805
43579,Bethlehem,GA,33.9280,-83.7662
43580,Johnson,VT,44.6464,-72.6804
43581,Buzzards Bay,MA,41.7272,-70.5880
43582,Philadelphia,PA,39.9525,-75.1644
43583,Marietta,GA,33.9527,-84.5502
43584,Toledo,OH,41.6525,-83.5486
43585,Sant Pere Pescador (Spain),,32.7199,-117.1805
43586,Eureka,MI,43.1027,-84.5128
43587,Lowell,MA,42.6556,-71.3035
43588,Plainfield,IL,41.6161,-88.2198
43589,Dunn,NC,35.2771,-78.5425
43590,Utica,NY,43.0744,-75.2342
43591,Concord,CA,37.9536,-122.0219
43592,Goshen,IN,41.5555,-85.8574
43593,Williamsport,PA,41.2796,-77.0299
43594,Indian Harbor Beach,FL,32.7199,-117.1805
43595,Spokane,WA,47.6648,-117.4375
43596,Hoover,AL,32.7199,-117.1805
43597,Wenatchee,WA,47.4520,-120.3308
43598,Fort Collins,CO,40.5984,-105.1264
43599,Eagle Pass,TX,28.5620,-100.3325
43600,Fulshear,TX,29.6819,-95.9203
43601,Detroit,MI,42.3462,-83.0606
43602,Plano,TX,33.0547,-96.7312
43603,Lawrenceburg,IN,39.1627,-84.8914
43604,Cotulla,TX,28.3681,-99.0984
43605,Boyd,TX,33.0513,-97.6090
43606,La Habra,CA,33.9393,-117.9559
43607,Blackduck/Bemidji (between),MN,32.7199,-117.1805
43608,Princeton,WV,37.3326,-80.9702
43609,Beatty,NV,36.8999,-116.7742
43610,Atlanta,GA,33.7486,-84.3884
43611,Bronco,TX,32.7199,-117.1805
43612,Pueblo,CO,38.2929,-104.5252
43613,Overland Park,KS,38.9928,-94.6774
43614,Nashville/Brentwood,TN,32.7199,-117.1805
43615,Broadkill,DE,32.7199,-117.1805
43616,Brookings (near),SD,32.7199,-117.1805
43617,York,MA,32.7199,-117.1805
43618,Roach,MO,38.0088,-92.8615
43619,Malvern (UK/England),,32.7199,-117.1805
43620,Hilton Head Island,SC,32.2161,-80.7525
43621,Collingwood (Canada),ON,32.7199,-117.1805
43622,Pretoria (South Africa),,32.7199,-117.1805
43623,Edmond,OK,35.6675,-97.4960
43624,"Milk Hill, Alton (Pewsey; Wiltshire) (UK/England)",,32.7199,-117.1805
43625,Lone Pine,PA,32.7199,-117.1805
43626,El Paso,TX,31.7630,-106.4856
43627,Coram,NY,40.8778,-73.0042
43628,Port Clinton,OH,41.5151,-82.9650
43629,Norwalk,CT,41.1269,-73.4410
43630,Chesterton,IN,41.6188,-87.0394
43631,Watts,OK,36.1098,-94.6713
43632,Hilliard,OH,40.0217,-83.1701
43633,East Setauket,NY,40.9304,-73.1121
43634,Kamloops (Canada),BC,32.7199,-117.1805
43635,Payne Springs,TX,32.7199,-117.1805
43636,Fort McMurray (Canada),AB,32.7199,-117.1805
43637,Burlington,KY,39.0151,-84.7516
43638,Chicago,IL,41.85,-87.65
43639,Lebanon,OH,39.4537,-84.2116
43640,Battle Creek,MI,42.3029,-85.1054
43641,In-flight sighting,IL,32.7199,-117.1805
43642,Memphis,TN,35.1496,-90.0487
43643,Memphis,TN,35.1496,-90.0487
43644,Cotulla,TX,28.3681,-99.0984
43645,Eastern U.S. (commercial flight),,32.7199,-117.1805
43646,Haleiwa,HI,21.6054,-158.0191
43647,Kent Island,MD,32.7199,-117.1805
43648,Mayville,WI,43.5089,-88.5477
43649,Broomfield,CO,39.9209,-105.0770
43650,Galesburg,MI,42.2849,-85.4109
43651,Skamania Co. (Swift Lake Reservoir),WA,32.7199,-117.1805
43652,Farmington,MN,44.6306,-93.1279
43653,Oceanside,CA,33.1959,-117.3789
43654,Seattle,WA,47.6110,-122.3335
43655,Columbus,OH,40.1005,-83.0139
43656,Osprey,FL,27.1893,-82.4845
43657,Flagler Beach,FL,29.4698,-81.1419
43658,Farrell,PA,41.2047,-80.4934
43659,Ocala,FL,29.1994,-82.0627
43660,Orting,WA,46.9993,-122.0806
43661,Orting,WA,46.9993,-122.0806
43662,Miami,FL,25.7738,-80.1936
43663,Fruita,CO,39.2247,-108.6614
43664,Ewa Beach,HI,21.3399,-158.0131
43665,East Islip,NY,40.7235,-73.1698
43666,Oak Lawn,IL,41.7089,-87.7595
43667,Hemet,CA,33.7085,-116.9812
43668,Hemet,CO,32.7199,-117.1805
43669,San Antonio,TX,29.4728,-98.5356
43670,Colonie,NY,32.7199,-117.1805
43671,Oxnard,CA,34.2091,-119.1831
43672,Billings,MT,45.6603,-108.3843
43673,Sloan,TX,32.7199,-117.1805
43674,Chicago,IL,41.85,-87.65
43675,Sylvania,GA,32.7856,-81.6082
43676,Anaheim,CA,33.8478,-117.9573
43677,Lewiston,ID,46.1988,-116.8822
43678,Jackson Hole,WY,32.7199,-117.1805
43679,Falcon,CO,32.7199,-117.1805
43680,Monticello,NY,41.6557,-74.7397
43681,Des Moines,WA,32.7199,-117.1805
43682,Clive,IA,41.6103,-93.7808
43683,Cedarburg,WI,43.3213,-88.0297
43684,Landsdale (15 mi. N of; on Northeast extension),PA,32.7199,-117.1805
43685,Yucaipa,CA,34.0449,-117.0137
43686,Memphis,TN,35.1496,-90.0487
43687,Lawrenceville,GA,33.9563,-83.9881
43688,Houston,TX,29.7634,-95.3634
43689,Embu das Artes (Brazil),,32.7199,-117.1805
43690,Ursa,IL,40.1117,-91.4148
43691,Seattle,WA,47.6110,-122.3335
43692,Fredericksburg,VA,38.2983,-77.4914
43693,Council Bluffs,IA,41.2330,-95.8774
43694,Western U.S. (commercial flight),,32.7199,-117.1805
43695,St. Charles,IL,32.7199,-117.1805
43696,Fort Pierce,FL,27.4341,-80.5341
43697,Mesa,AZ,33.4432,-111.8553
43698,Eagle Creek,OR,45.3482,-122.3169
43699,Gainesville,FL,29.6396,-82.3215
43700,Hudson Bay (western shore of; very northern) (Canada),ON,32.7199,-117.1805
43701,Koper (Slovenia),,32.7199,-117.1805
43702,Key West,FL,24.6004,-81.8579
43703,Marysville,WA,48.0562,-122.1615
43704,Huntersville,NC,35.4108,-80.8434
43705,Spokane Valley,WA,32.7199,-117.1805
43706,New Smyrna Beach,FL,28.9706,-81.0498
43707,White Mountains,NH,32.7199,-117.1805
43708,Woodbury,MN,32.7199,-117.1805
43709,Sarnia (Canada),ON,32.7199,-117.1805
43710,Appling,GA,33.6003,-82.3035
43711,Portland,OR,45.5074,-122.6898
43712,Redlands,CA,33.9991,-117.1490
43713,Sanford,FL,28.8323,-81.2995
43714,Knoxville,TN,35.9646,-83.9197
43715,Menomonee Falls,WI,43.1485,-88.1244
43716,Pawleys Island,SC,33.4627,-79.1148
43717,Livonia,MI,42.3692,-83.3722
43718,Houston,TX,29.7634,-95.3634
43719,Houston,TX,29.7634,-95.3634
43720,McKinney,TX,32.7199,-117.1805
43721,Oslo (Norway),,32.7199,-117.1805
43722,Allen,TX,33.0830,-96.6099
43723,Custer,SD,43.7084,-103.7452
43724,Oslo (Norway),,32.7199,-117.1805
43725,New Whiteland,IN,32.7199,-117.1805
43726,Wheatland (used 2 be Whiskey Flats),TX,32.7199,-117.1805
43727,Boca Raton,FL,26.3583,-80.0834
43728,Dover,NH,43.1870,-70.8945
43729,Yucca Valley,CA,34.1566,-116.4849
43730,Orlando,FL,28.5446,-81.3745
43731,Byron Center/Dorr,MI,32.7199,-117.1805
43732,Edisto Beach,SC,32.7199,-117.1805
43733,Clarkston,MI,42.7238,-83.4157
43734,Middle Island,NY,40.8792,-72.9514
43735,Edwardsville,IL,38.8551,-89.9482
43736,Bethany Beach,DE,38.5561,-75.0692
43737,St. Augustine,FL,32.7199,-117.1805
43738,Rochester,NY,43.1544,-77.6156
43739,Hemet,CA,33.7085,-116.9812
43740,Oslo,,32.7199,-117.1805
43741,Fairfield,IA,41.0250,-91.9218
43742,Redlands,CA,33.9991,-117.1490
43743,Glen Arbor,MI,44.8739,-85.9841
43744,Brownsville,KY,37.2305,-86.2611
43745,Surfside Beach,SC,32.7199,-117.1805
43746,Clearwater,FL,27.9790,-82.7830
43747,Tybee Island,GA,32.0077,-80.8767
43748,Wilbraham,MA,42.1347,-72.4322
43749,Bridgewater,MA,41.9706,-70.9732
43750,Casper,WY,43.0662,-106.3940
43751,Paradise,CA,39.7464,-121.6363
43752,Talihina,OK,34.7052,-94.8649
43753,Memphis,TN,35.1496,-90.0487
43754,San Diego,CA,32.7199,-117.1805
43755,Churubusco,IN,41.2334,-85.3460
43756,Lake Jackson,TX,29.0401,-95.4806
43757,Oakwood,GA,34.2380,-83.8946
43758,Columbus,TX,29.7290,-96.6025
43759,Lindenhurst,NY,40.6888,-73.3748
43760,Sapulpa,OK,35.9665,-96.1702
43761,Port Neches,TX,29.9815,-93.9398
43762,Poughkeepsie,NY,41.6869,-73.8988
43763,Evans Mills,NY,44.0937,-75.8258
43764,St. Louis,MO,32.7199,-117.1805
43765,Richmond,CA,37.9582,-122.3799
43766,Folsom,CA,38.6645,-121.1450
43767,Janesville,WI,42.7283,-89.0503
43768,Salinas,CA,36.6603,-121.6498
43769,Rainier,OR,46.0532,-122.9713
43770,Bonham,TX,33.5611,-96.2016
43771,Carthage,TX,32.1058,-94.3210
43772,Vancouver,WA,45.6988,-122.7198
43773,Turlock,CA,37.4779,-120.8607
43774,Bennington,KS,39.0161,-97.6031
43775,Los Banos (approx 10 miles east of),CA,32.7199,-117.1805
43776,Tabriz (Iran),,32.7199,-117.1805
43777,Tampa,FL,27.9475,-82.4588
43778,Lynnwood,WA,47.8048,-122.2862
43779,Clayton,NC,35.6146,-78.4579
43780,Lusby,MD,38.3779,-76.4433
43781,Arvada,CO,39.8028,-105.0869
43782,Ormond Beach,FL,29.2856,-81.0563
43783,Winston-Salem,NC,32.7199,-117.1805
43784,Elkton,MD,39.6171,-75.8677
43785,Emerald Isle,NC,34.6639,-77.0066
43786,Muscle Shoals,AL,34.7724,-87.5549
43787,Charlevoix,MI,45.2714,-85.2327
43788,West Haven,CT,41.2732,-72.9596
43789,Palm Beach Island,FL,32.7199,-117.1805
43790,Ashburn,VA,39.0438,-77.4879
43791,Timmins (Canada),ON,32.7199,-117.1805
43792,Lewiston,ID,46.1988,-116.8822
43793,Averill Park,NY,42.6328,-73.5248
43794,Fresno (near; on Interstate 5),CA,32.7199,-117.1805
43795,Palomar Mountain,CA,33.3065,-116.8268
43796,Findlay,OH,41.0444,-83.6500
43797,Hartland,MI,42.6449,-83.7186
43798,Aughnacloy (Northern Ireland),,32.7199,-117.1805
43799,Indio,CA,33.7034,-116.2292
43800,Three Forks,MT,45.9151,-111.5183
43801,Erie,PA,42.1237,-80.0872
43802,Oak Harbor,WA,48.3220,-122.6320
43803,Grand Bend (Canada),ON,32.7199,-117.1805
43804,Conover,NC,35.7410,-81.2153
43805,Apple Valley,CA,34.6026,-117.1198
43806,South Euclid,OH,32.7199,-117.1805
43807,Tabriz (Iran),,32.7199,-117.1805
43808,Clinton Township,MI,42.5547,-82.9166
43809,Monroeville,PA,40.4236,-79.7608
43810,Manzanita,OR,45.7181,-123.9352
43811,Brunswick,OH,41.2389,-81.8316
43812,Salem,WI,42.5827,-88.1372
43813,Onset,MA,41.7472,-70.6544
43814,Penfield,NY,43.1457,-77.4474
43815,Clinton,IL,40.1371,-88.9745
43816,Mokena,IL,41.5328,-87.8894
43817,Williston,FL,29.3941,-82.4703
43818,Berkley Heights,NJ,32.7199,-117.1805
43819,Billings/Laurel,MT,32.7199,-117.1805
43820,Orlando (outside of; on 14),FL,32.7199,-117.1805
43821,Orlando,FL,28.5446,-81.3745
43822,Sarasota,FL,27.3364,-82.5308
43823,Shabbona,IL,41.7757,-88.8819
43824,Poughquag,NY,41.6310,-73.6813
43825,SeaTac,WA,32.7199,-117.1805
43826,Wayland,MI,42.6919,-85.6206
43827,St. Charles,IL,32.7199,-117.1805
43828,West Kelowna (Canada),BC,32.7199,-117.1805
43829,Mt. Vernon,IL,32.7199,-117.1805
43830,Lebanon,OR,44.5128,-122.7863
43831,Lunenburg,MA,42.5871,-71.7209
43832,Wilmington,NC,34.2659,-77.9697
43833,Stevens Point,WI,44.5539,-89.5676
43834,Lafayette,LA,30.22,-92.01
43835,Stevens Point,WI,44.5539,-89.5676
43836,Stevens Point,WI,44.5539,-89.5676
43837,Lake Worth,FL,26.5975,-80.2384
43838,Watertown,CT,41.6152,-73.1141
43839,San Jose de Ocoa (Dominican Republic),,32.7199,-117.1805
43840,Raleigh,NC,35.7752,-78.6343
43841,Newport,NC,34.7756,-76.8859
43842,Kenesaw,NE,40.6151,-98.7053
43843,Denver,CO,39.7393,-104.9844
43844,West Chester,PA,39.9892,-75.6119
43845,Louisa,KY,38.0720,-82.6500
43846,Larose,LA,29.5198,-90.4560
43847,San Fernando Valley,CA,32.7199,-117.1805
43848,Surfside Beach,SC,32.7199,-117.1805
43849,Kissimmee,FL,28.3069,-81.4229
43850,Palm Beach Gardens,FL,26.8457,-80.0859
43851,Easton,PA,40.7437,-75.2238
43852,Windermere,FL,28.4802,-81.5560
43853,Miami,FL,25.7738,-80.1936
43854,Braintree,MA,42.2034,-71.0048
43855,Plano,TX,33.0547,-96.7312
43856,Morillon (France),,32.7199,-117.1805
43857,Wayland,MI,42.6919,-85.6206
43858,Cleveland,OH,41.4995,-81.6959
43859,Emerald Isle,NC,34.6639,-77.0066
43860,Cape Coral,FL,26.5742,-81.9439
43861,Keyes,CA,37.5575,-120.9136
43862,Chicago,IL,41.85,-87.65
43863,Humbel,TX,32.7199,-117.1805
43864,Ankeny,IA,41.7249,-93.5615
43865,San Antonio,TX,29.4728,-98.5356
43866,Jalon (Spain),,32.7199,-117.1805
43867,Atascosita,TX,32.7199,-117.1805
43868,Athens,GA,34.0017,-83.3508
43869,Watkins Glen,NY,42.3661,-76.9600
43870,Litchfield,IL,39.1833,-89.7007
43871,Watkins Glen,NY,42.3661,-76.9600
43872,Columbus,OH,40.1005,-83.0139
43873,Dunbar,WV,38.3781,-81.7481
43874,Lithonia,GA,33.6593,-84.1429
43875,Jersey City,NJ,40.7286,-74.0775
43876,Watkins Glen,NY,42.3661,-76.9600
43877,Goshen,OH,39.2323,-84.1076
43878,Newtown,CT,41.3954,-73.3184
43879,Montreal (Canada),QC,32.7199,-117.1805
43880,York,PA,39.9611,-76.7340
43881,Gulf of Mexico,LA,32.7199,-117.1805
43882,Wilkes-Barre,PA,32.7199,-117.1805
43883,Coarsegold,CA,37.1946,-119.7264
43884,Aloha,OR,32.7199,-117.1805
43885,Lancaster,NY,42.9071,-78.6264
43886,Olney,MD,39.1533,-77.0674
43887,Bozeman,MT,45.6629,-110.9243
43888,Fairfield,OH,39.3341,-84.5653
43889,Australia (northeast),,32.7199,-117.1805
43890,Memphis,TN,35.1496,-90.0487
43891,"Praia da Vitoria, Terceira, (Azores; Portugal)",,32.7199,-117.1805
43892,Clive,UT,32.7199,-117.1805
43893,Cocoa,FL,28.3746,-80.7460
43894,Hartland,ME,44.8589,-69.5278
43895,Saranac,MI,42.9340,-85.2061
43896,Wisconsin Dells,WI,43.6965,-89.7602
43897,Las Vegas,NV,36.1736,-115.1264
43898,Snowflake,AZ,34.5945,-110.0284
43899,White House,TN,36.4819,-86.6712
43900,Oakdale,CA,37.7771,-120.7609
43901,Boyne City (rural),MI,32.7199,-117.1805
43902,Henderson,KY,37.8327,-87.5673
43903,Memphis,TN,35.1496,-90.0487
43904,Detroit,MI,42.3462,-83.0606
43905,Hamden,CT,41.3712,-72.9397
43906,Georgetown,TX,30.6618,-97.5814
43907,Woodbridge,VA,38.6233,-77.2636
43908,Wingdale,NY,41.6842,-73.5710
43909,Manchester,MI,42.1616,-84.0215
43910,Chapel Hill,NC,35.9671,-79.0409
43911,Orlando,FL,28.5446,-81.3745
43912,Ocean Beach (Fire Island),NY,32.7199,-117.1805
43913,Wolf Point,MT,48.1361,-105.5300
43914,Arcadia,WI,44.2415,-91.5108
43915,New York City (Brooklyn),NY,32.7199,-117.1805
43916,Durant,OK,34.0123,-96.4051
43917,Charlotte,MI,42.5669,-84.8190
43918,Celina,TX,33.3338,-96.7505
43919,Canisteo,NY,42.2380,-77.5816
43920,York Beach,ME,43.1779,-70.6077
43921,Goleta,CA,34.4356,-119.8269
43922,Menands,NY,32.7199,-117.1805
43923,West Hills,CA,34.2094,-118.6799
43924,Bridgeport,CT,41.1667,-73.2054
43925,East Los Angeles,CA,32.7199,-117.1805
43926,New York City (Brooklyn),NY,32.7199,-117.1805
43927,Bettendorf,IA,41.5651,-90.4559
43928,Marlington,WV,32.7199,-117.1805
43929,Missoula,MT,46.8578,-114.0150
43930,Parkwood in Medway (UK/England),,32.7199,-117.1805
43931,Wisconsin Dells,WI,43.6965,-89.7602
43932,Columbia City,IN,41.1532,-85.4806
43933,Joplin,MO,37.1194,-94.4968
43934,Butte,MT,45.9874,-112.5052
43935,San Fernando,CA,34.2872,-118.4333
43936,Mapillville,RI,32.7199,-117.1805
43937,Grand Rivers,KY,37.0707,-88.2815
43938,Delta,OH,41.5861,-84.0182
43939,Milwaukee,WI,43.0386,-87.9067
43940,"Dúbrava, Žilinský kraj  (Slovakia)",,32.7199,-117.1805
43941,Arcata,CA,40.8668,-124.0830
43942,Chicago,IL,41.85,-87.65
43943,Imperial,MO,38.3959,-90.4229
43944,Englewood,FL,26.9787,-82.3664
43945,Elizabeth,PA,40.2593,-79.8531
43946,Medford,NY,40.8316,-72.9786
43947,Anoka,MN,45.2816,-93.4298
43948,Republic,WA,48.6169,-118.6442
43949,Sparks,NV,39.5430,-119.7369
43950,Owasso,OK,36.2712,-95.8214
43951,Dallas,TX,32.7877,-96.7999
43952,Winter Garden/ocoee,FL,32.7199,-117.1805
43953,Lakewood,CO,32.7199,-117.1805
43954,Lexington,MI,43.2562,-82.5378
43955,West Alton (Mississippi River),MO,32.7199,-117.1805
43956,Fort Bragg,NC,35.1466,-78.9910
43957,Sacramento,CA,38.5819,-121.4935
43958,Villa Hills,KY,32.7199,-117.1805
43959,Franklinville,NC,35.7798,-79.7083
43960,Coon Rapids,MN,32.7199,-117.1805
43961,Moore,SC,34.8550,-82.0277
43962,Harrison,ME,44.0902,-70.6628
43963,Helixville,PA,32.7199,-117.1805
43964,Osprey,FL,27.1893,-82.4845
43965,Swindon (UK/England),,32.7199,-117.1805
43966,Machesney Park,IL,42.3634,-89.0207
43967,Horseheads,NY,42.2096,-76.8367
43968,Liverpool,NY,43.1070,-76.2019
43969,South Padre,TX,32.7199,-117.1805
43970,Sedona,AZ,34.6551,-111.4146
43971,Milton,VT,44.6637,-73.1475
43972,Cincinnati,OH,39.1616,-84.4569
43973,Snoqualmie,WA,47.5693,-121.7770
43974,Tarpon Springs,FL,28.1452,-82.6913
43975,Colorado Springs,CO,38.8336,-104.8206
43976,Maumee,OH,41.5749,-83.6840
43977,Strongsville,OH,41.3132,-81.8111
43978,Overland Park,KS,38.9928,-94.6774
43979,Burton,MI,43.0261,-83.6055
43980,Gulfport,MS,30.3910,-89.0729
43981,Fayetteville,WV,38.0340,-81.0215
43982,Morin Heights (Canada),QC,32.7199,-117.1805
43983,Doha (Qatar),AL,32.7199,-117.1805
43984,Portland,OR,45.5074,-122.6898
43985,Spokane County (on I-90; westbound),WA,32.7199,-117.1805
43986,New Sweden,ME,46.9699,-68.1210
43987,Phoenix,AZ,33.4486,-112.0733
43988,Murrells Inlet,SC,33.5630,-79.0543
43989,Chicago,IL,41.85,-87.65
43990,Minersville,PA,40.6904,-76.2592
43991,Utah Valley,UT,32.7199,-117.1805
43992,Montgomery,PA,41.1809,-76.9182
43993,Stevensville,MI,42.0095,-86.5117
43994,Fillmore,CA,34.4173,-118.8397
43995,Springfield,MO,37.2155,-93.2981
43996,Seattle,WA,47.6110,-122.3335
43997,Grosse Pointe Farms,MI,32.7199,-117.1805
43998,San Jacinto,CA,33.7837,-116.9578
43999,Tacoma,WA,47.2534,-122.4432
44000,In flight (between UK and Netherlands),,32.7199,-117.1805
44001,Palm Desert,CA,33.7664,-116.3279
44002,Newark,NJ,40.7357,-74.1725
44003,Austin,TX,30.2197,-97.7473
44004,Washington,PA,40.1552,-80.2484
44005,Fresno,CA,36.8424,-119.8031
44006,Mishawaka,IN,41.6196,-86.1382
44007,Mount Pleasant,MI,43.5975,-84.7678
44008,"Washington, D.C.",DC,32.7199,-117.1805
44009,Van Wert,OH,40.8733,-84.6084
44010,San Pedro,CA,33.7433,-118.2754
44011,John Day,OR,44.4464,-119.2132
44012,Verona,NY,43.1472,-75.5802
44013,Struthers,OH,41.0489,-80.5882
44014,Berea,OH,41.3671,-81.8671
44015,Wolf Point,MT,48.1361,-105.5300
44016,Waterbury,CT,41.5584,-73.0516
44017,Bellingham,WA,48.7477,-122.5222
44018,Warrensburg,MO,38.7901,-93.7235
44019,Longview,WA,46.1922,-123.0542
44020,Hebron,IN,41.3230,-87.2112
44021,Middlesboro,KY,36.6443,-83.6921
44022,Waterbury,CT,41.5584,-73.0516
44023,Tyrone Township,MI,32.7199,-117.1805
44024,Washington,MI,42.7381,-83.0373
44025,St. Louis Park,MN,32.7199,-117.1805
44026,Arcata,CA,40.8668,-124.0830
44027,Harrisburg,PA,40.2608,-76.8871
44028,Hillsboro,OR,45.4444,-122.9889
44029,Aurora,OH,41.3165,-81.3433
44030,Star,ID,43.7118,-116.4943
44031,Northboro,MA,32.7199,-117.1805
44032,Elgin,IL,42.0163,-88.2346
44033,Levittown,NY,40.7235,-73.5173
44034,Rochester,NY,43.1544,-77.6156
44035,Wolf Point,MT,48.1361,-105.5300
44036,Kenosha,WI,42.6243,-87.8286
44037,Bellingham,WA,48.7477,-122.5222
44038,Ogden,UT,41.2234,-111.9731
44039,Saint Joseph,MO,39.7581,-94.8383
44040,Newport,OR,44.6768,-124.0147
44041,Ogallala,NE,41.1296,-101.6439
44042,Apple Valley,MN,32.7199,-117.1805
44043,Detroit,MI,42.3462,-83.0606
44044,Warrensburg,MO,38.7901,-93.7235
44045,Sylvan Grove,KS,39.0452,-98.3753
44046,Everett,WA,47.9908,-122.1990
44047,Flint,MI,43.0125,-83.6878
44048,Phillipsburg,KS,39.8282,-99.3531
44049,Forks,WA,47.8515,-124.2841
44050,Sheboygan Falls,WI,43.7411,-87.8510
44051,Elk Grove,CA,38.4430,-121.2993
44052,Redding,CA,40.6247,-122.4659
44053,Milford,MI,42.5769,-83.6679
44054,Flint,MI,43.0125,-83.6878
44055,Billings,MT,45.6603,-108.3843
44056,Kelso,WA,46.1421,-122.7748
44057,Minot,ND,48.0871,-101.3179
44058,Wheeling,WV,40.0688,-80.6463
44059,Smithton,PA,40.1564,-79.7283
44060,Whitehouse Beach,,32.7199,-117.1805
44061,Underwood,MN,46.3276,-95.8259
44062,Oostburg,WI,43.6129,-87.8082
44063,Louisville,KY,38.2545,-85.7595
44064,Bryant,AR,34.6031,-92.4914
44065,Waipahu,HI,21.4149,-158.0329
44066,Bradenton,FL,27.4067,-82.4660
44067,Huntsville,AL,34.7114,-86.5493
44068,Middletown,CT,41.5495,-72.6518
44069,Auburn/Federal Way,WA,32.7199,-117.1805
44070,University Place,WA,47.1993,-122.5432
44071,Omaha,NE,41.2596,-95.9374
44072,Greenbried,AR,32.7199,-117.1805
44073,Greenwood,IN,39.6100,-86.1785
44074,Bellport,NY,40.7762,-72.9425
44075,Portland,TN,36.5578,-86.5294
44076,Portland,TN,36.5578,-86.5294
44077,Warwick,RI,41.7053,-71.4610
44078,Plymouth,MA,41.8734,-70.6397
44079,Cincinnati,OH,39.1616,-84.4569
44080,Fort Smith,AR,35.3667,-94.4147
44081,Berryville,AR,36.2888,-93.5582
44082,Olmsted Falls,OH,41.3788,-81.9307
44083,Brazil,IN,39.5405,-87.1360
44084,Muncie,IN,40.1279,-85.3684
44085,Muncie,IN,40.1279,-85.3684
44086,Streamwood,IL,42.0208,-88.1812
44087,Lincoln,NE,40.8000,-96.6664
44088,Lincoln,NE,40.8000,-96.6664
44089,Hummlestown,PA,32.7199,-117.1805
44090,Fair Haven,MI,42.6948,-82.6688
44091,Lynchburg,VA,37.3597,-79.1570
44092,Escondido/Valley Center,CA,32.7199,-117.1805
44093,Seabrook,NH,42.8839,-70.8657
44094,St. Charles,MO,32.7199,-117.1805
44095,North Augusta,SC,33.5242,-81.9418
44096,Meriden,CT,41.5372,-72.7794
44097,Manson,WA,47.9370,-120.1190
44098,Elkhorn,WI,42.7247,-88.5331
44099,Hawthorne,CA,33.9128,-118.3456
44100,Northglenn,CO,32.7199,-117.1805
44101,Chicago,IL,41.85,-87.65
44102,Pembroke Pines,FL,26.0194,-80.3446
44103,Madison,AL,34.6564,-86.8144
44104,Parkland,WA,32.7199,-117.1805
44105,Ellisville,MO,32.7199,-117.1805
44106,Ferndale,CA,40.4798,-124.2297
44107,Bradenton,FL,27.4067,-82.4660
44108,Malden,MO,36.5639,-90.0067
44109,New Berlin,WI,42.9710,-88.1580
44110,Lancaster,OH,39.6852,-82.6080
44111,Richmond,KY,37.7702,-84.3073
44112,Colorado Springs,CO,38.8336,-104.8206
44113,El Cajon,CA,32.7797,-116.8775
44114,Signal Mountain,TN,35.1858,-85.3280
44115,West Hills,CA,34.2094,-118.6799
44116,Redond Beach,CA,32.7199,-117.1805
44117,Lockport,IL,41.6131,-88.0604
44118,Beecher,IL,41.3496,-87.6173
44119,Beecher,IL,41.3496,-87.6173
44120,Blue Springs,MO,39.0167,-94.2817
44121,Rockford,IL,42.3283,-89.1475
44122,Pueblo,CO,38.2929,-104.5252
44123,Rice Lake,WI,45.5142,-91.7050
44124,"Washington, D.C.",DC,32.7199,-117.1805
44125,Escondido/Valley Center,CA,32.7199,-117.1805
44126,Knoxville,TN,35.9646,-83.9197
44127,Ashland,KY,38.4818,-82.6588
44128,Bryant,AR,34.6031,-92.4914
44129,Crestview,FL,30.7696,-86.5941
44130,Traverse City,MI,44.7832,-85.7249
44131,Pontiac,MI,42.6686,-83.2903
44132,Dickinson,ND,46.8417,-102.8223
44133,Antigo,WI,45.1059,-89.1910
44134,Fairview,TN,35.9914,-87.1316
44135,Manchester,MO,32.7199,-117.1805
44136,Columbia,MO,38.8822,-92.2523
44137,Franklin Square,NY,40.7003,-73.6740
44138,Ellwood City,PA,40.8727,-80.2503
44139,Morgan Hill,CA,37.1681,-121.6270
44140,Pinckney,MI,42.4592,-83.9447
44141,West Des Moines,IA,41.5597,-93.7380
44142,Lake Junaluska,NC,35.5252,-82.9731
44143,Washington,IN,38.6248,-87.1856
44144,Ocean Beach,CA,32.7199,-117.1805
44145,Spanaway,WA,47.0596,-122.3897
44146,Cottonwood,AZ,34.6362,-112.1035
44147,Imlay City,MI,43.0643,-83.0490
44148,Elizabethtown,KY,37.6903,-85.8652
44149,Coral Springs,FL,26.2585,-80.1633
44150,Vancouver,WA,45.6988,-122.7198
44151,Rolla,MO,37.8897,-91.8274
