,ID,cidade,estado,lat,long
1783,16374,Mission Viejo (headed towards),CA,32.7199,-117.1805
1784,16380,Palmdale,CA,34.4836,-118.0604
1785,16387,Simi Valley,CA,34.2707,-118.7905
1786,16388,Montclair,CA,34.0713,-117.7009
1787,16390,Los Gatos,CA,37.2261,-121.9889
1788,16393,Santa Rosa,CA,38.4534,-122.7814
1789,16417,Spring Valley,CA,32.7449,-116.9981
1790,16420,Westchester,CA,32.7199,-117.1805
1791,16470,San Diego,CA,32.7199,-117.1805
1792,16482,Los Angeles,CA,33.9736,-118.2479
1793,16521,Santa Barbara County,CA,32.7199,-117.1805
1794,16522,Oxnard,CA,34.2091,-119.1831
1795,16523,Lennox,CA,32.7199,-117.1805
1796,16530,Sonoma,CA,38.2455,-122.4621
1797,16534,Santa Barbara,CA,34.4191,-119.7034
1798,16537,Glendale,CA,34.1715,-118.2916
1799,16543,Potter Valley,CA,39.3832,-123.0682
1800,16558,San Diego,CA,32.7199,-117.1805
1801,16562,Lancaster,CA,34.7333,-118.1492
1802,16586,Los Angeles,CA,33.9736,-118.2479
1803,16591,Rohnert Park,CA,38.3267,-122.7061
1804,16602,Riverside,CA,33.9943,-117.3778
1805,16603,Santa Maria,CA,34.9287,-120.2276
1806,16607,Hinkley,CA,35.0841,-117.3079
1807,16609,Play Vista/Marina del Rey,CA,32.7199,-117.1805
1808,16614,Orange,CA,33.7878,-117.8523
1809,16617,Rancho Santa Margarita,CA,33.6229,-117.6083
1810,16631,Hidden Valley,CA,32.7199,-117.1805
1811,16633,Roseville,CA,38.7439,-121.2587
1812,16650,Torrance,CA,33.8302,-118.3135
1813,16665,Salinas,CA,36.6603,-121.6498
1814,16674,Woodlake,CA,36.5378,-119.0342
1815,16676,Duarte,CA,34.1543,-117.9686
1816,16683,Rancho Bernardo,CA,32.7199,-117.1805
1817,16684,Grover Beach,CA,35.1209,-120.6224
1818,16691,El Cerrito,CA,37.9211,-122.289
1819,16699,Los Alamitos,CA,33.7972,-118.0628
1820,16725,North Sacramento,CA,32.7199,-117.1805
1821,16731,Stockton,CA,37.9578,-121.2897
1822,16744,La Puente,CA,34.0288,-117.933
1823,16749,Oxnard,CA,34.2091,-119.1831
1824,16768,Santee,CA,32.8699,-117.013
1825,16773,San Luis Obispo,CA,35.2542,-120.6207
1826,16779,Folsom,CA,38.6645,-121.145
1827,16780,Vallejo,CA,38.1386,-122.2529
1828,16782,San Mateo,CA,37.5742,-122.3194
1829,16783,Fairfield,CA,38.2802,-122.0202
1830,16799,Menifee,CA,33.6575,-117.1891
1831,16802,Pico Rivera,CA,33.9866,-118.0863
1832,16803,Norwalk,CA,33.9073,-118.0758
1833,16840,Anaheim,CA,33.8478,-117.9573
1834,16849,Madera,CA,36.9768,-119.8701
1835,16882,La Quinta,CA,33.6757,-116.304
1836,16885,Capitola,CA,36.9759,-121.9539
1837,16895,Irvine,CA,33.7484,-117.7455
1838,16915,Needles,CA,34.6552,-114.6437
1839,16936,Chino Hills,CA,33.9474,-117.7289
1840,16939,Anderson,CA,40.4506,-122.3164
1841,16953,Rohnert Park,CA,38.3267,-122.7061
1842,16956,Tarzana,CA,34.155,-118.5462
1843,16965,Canyon Lake,CA,32.7199,-117.1805
1844,16976,Oxnard,CA,34.2091,-119.1831
1845,16993,Oakland,CA,37.777,-122.2159
1846,16994,Venice,CA,33.9942,-118.4637
1847,16998,Simi Valley,CA,34.2707,-118.7905
1848,17004,San Diego,CA,32.7199,-117.1805
1849,17035,Escalon,CA,37.8156,-121.0333
1850,17045,Brawley,CA,33.0231,-115.4624
1851,17056,Los Angeles,CA,33.9736,-118.2479
1852,17068,Oceanside,CA,33.1959,-117.3789
1853,17073,Sacramento,CA,38.5819,-121.4935
1854,17083,Lancaster,CA,34.7333,-118.1492
1855,17129,San Jose,CA,37.3435,-121.8887
1856,17144,Fresno,CA,36.8424,-119.8031
1857,17164,Apple Valley,CA,34.6026,-117.1198
1858,17175,Hollister,CA,36.8956,-121.1837
1859,17177,Moreno Valley,CA,33.8809,-117.2247
1860,17211,Cardiff by the Sea,CA,32.7199,-117.1805
1861,17218,La Habra,CA,33.9393,-117.9559
1862,17230,San Diego,CA,32.7199,-117.1805
1863,17261,Sacramento,CA,38.5819,-121.4935
1864,17278,Antioch,CA,37.9898,-121.8073
1865,17279,Chico,CA,39.7432,-121.8397
1866,17303,Tarzana,CA,34.155,-118.5462
1867,17308,Escondido,CA,33.0902,-117.0072
1868,17310,Santee,CA,32.8699,-117.013
1869,17319,Pomona,CA,34.039,-117.7608
1870,17320,fort  bragg,CA,32.7199,-117.1805
1871,17362,San Francisco/Daly City,CA,32.7199,-117.1805
1872,17369,Fresno County,CA,32.7199,-117.1805
1873,17382,San Anselmo,CA,37.9921,-122.5813
1874,17395,Thousand Oaks,CA,34.1707,-118.8364
1875,17400,Baldwin Park,CA,34.0966,-117.9667
1876,17416,Buena Park,CA,33.8417,-118.0078
1877,17435,Placerville,CA,38.7506,-120.7885
1878,17441,Daly City,CA,37.7,-122.45
1879,17444,Salinas,CA,36.6603,-121.6498
1880,17447,El Segundo,CA,33.9161,-118.4041
1881,17476,Cathedral City,CA,33.8142,-116.463
1882,17481,Palm Desert,CA,33.7664,-116.3279
1883,17486,Anderson,CA,40.4506,-122.3164
1884,17493,San Jose,CA,37.3435,-121.8887
1885,17503,Culver City,CA,33.9954,-118.3999
1886,17541,Los Angeles,CA,33.9736,-118.2479
1887,17558,San Anselmo,CA,37.9921,-122.5813
1888,17565,Santa Barbara,CA,34.4191,-119.7034
1889,17570,Fresno,CA,36.8424,-119.8031
1890,17586,Huntington Beach,CA,33.7036,-117.9942
1891,17594,Clovis,CA,36.8261,-119.6789
1892,17606,Fremont,CA,37.567,-121.9827
1893,17619,San Francisco,CA,37.77,-122.41
1894,17625,Susanville,CA,40.4168,-120.6553
1895,17628,Madera,CA,36.9768,-119.8701
1896,17629,Temple City/Arcadia,CA,32.7199,-117.1805
1897,17653,Windsor,CA,38.5439,-122.8106
1898,17655,West Los Angeles,CA,32.7199,-117.1805
1899,17661,Oakland,CA,37.777,-122.2159
1900,17669,Hollywood,CA,32.7199,-117.1805
1901,17690,San Jose,CA,37.3435,-121.8887
1902,17694,Pine Mountain Club,CA,34.8817,-119.2135
1903,17699,Woodland Hills/Topaga,CA,32.7199,-117.1805
1904,17700,Pomona,CA,34.039,-117.7608
1905,17717,Fresno,CA,36.8424,-119.8031
1906,17720,Fresno,CA,36.8424,-119.8031
1907,17738,Lancaster,CA,34.7333,-118.1492
1908,17739,San Jacinto,CA,33.7837,-116.9578
1909,17762,Berry Creek,CA,39.7039,-121.3453
1910,17764,Long Beach,CA,33.7668,-118.1886
1911,17772,Cathedral City,CA,33.8142,-116.463
1912,17796,Stanford,CA,37.424,-122.1676
1913,17798,Sacramento,CA,38.5819,-121.4935
1914,17799,Sacramento,CA,38.5819,-121.4935
1915,17802,Pomona,CA,34.039,-117.7608
1916,17806,Mariposa,CA,37.5108,-119.9805
1917,17823,San Jose,CA,37.3435,-121.8887
1918,17840,Weed,CA,41.4555,-122.4586
1919,17851,Oakley,CA,38.0674,-121.6605
1920,17878,Atascadero,CA,35.4576,-120.6803
1921,17888,Eastvale,CA,32.7199,-117.1805
1922,17900,Sherman Oaks,CA,34.1456,-118.4662
1923,17904,Hollister,CA,36.8956,-121.1837
1924,17906,Hollister,CA,36.8956,-121.1837
1925,17942,San Diego,CA,32.7199,-117.1805
1926,17953,Rio Del Mar,CA,32.7199,-117.1805
1927,17988,Sylmar,CA,34.3502,-118.3026
1928,18030,Boulder Creek,CA,37.1634,-122.1562
1929,18070,Aptos,CA,36.9774,-121.8985
1930,18072,Stockton,CA,37.9578,-121.2897
1931,18088,Moorpark,CA,34.2858,-118.8813
1932,18100,Corte Madera,CA,37.9225,-122.5111
1933,18163,Anaheim,CA,33.8478,-117.9573
1934,18169,Montebello,CA,34.0079,-118.1075
1935,18175,Newman,CA,37.2809,-121.2115
1936,18176,Los Banos,CA,36.9859,-120.9759
1937,18177,Gustine,CA,37.1965,-120.958
1938,18178,Gustine,CA,37.1965,-120.958
1939,18224,Tehachapi,CA,35.1483,-118.4792
1940,18225,Tehachapi,CA,35.1483,-118.4792
1941,18248,San Jose,CA,37.3435,-121.8887
1942,18252,Fairfield,CA,38.2802,-122.0202
1943,18267,Anaheim,CA,33.8478,-117.9573
1944,18274,Escondido,CA,33.0902,-117.0072
1945,18278,Crescent City,CA,41.7882,-123.9998
1946,18284,Mount Shasta,CA,41.359,-122.3474
1947,18291,Cerritos,CA,33.867,-118.0686
1948,18292,Azusa (East Fork),CA,32.7199,-117.1805
1949,18323,Dana Point,CA,33.478,-117.7059
1950,18325,Anaheim,CA,33.8478,-117.9573
1951,18328,Saugus,CA,32.7199,-117.1805
1952,18359,El Cajon,CA,32.7797,-116.8775
1953,18365,Mission Viejo,CA,33.6002,-117.6711
1954,18373,Carlsbad,CA,33.1508,-117.3133
1955,18382,Santa Barbara,CA,34.4191,-119.7034
1956,18389,Trinidad,CA,41.1324,-124.0477
1957,18390,Cathedral City,CA,33.8142,-116.463
1958,18391,Visalia,CA,36.2947,-119.3813
1959,18392,Westwood,CA,40.2692,-121.0861
1960,18394,Rough and Ready,CA,32.7199,-117.1805
1961,18395,Red Bluff,CA,40.1521,-122.4152
1962,18396,Moreno Valley,CA,33.8809,-117.2247
1963,18400,Bakersfield,CA,35.3879,-119.0236
1964,18401,Paso Robles,CA,35.6506,-120.7444
1965,18402,Huntington Beach,CA,33.7036,-117.9942
1966,18403,Visalia,CA,36.2947,-119.3813
1967,18404,Novato,CA,38.1311,-122.5528
1968,18405,Clovis,CA,36.8261,-119.6789
1969,18406,Riverside,CA,33.9943,-117.3778
1970,18416,La Mesa,CA,32.7601,-116.9993
1971,18417,Martinez,CA,37.9751,-122.1548
1972,18421,San Bernardino,CA,34.104,-117.2925
1973,18426,Reseda,CA,34.2007,-118.5404
1974,18428,Altadena,CA,34.1963,-118.1356
1975,18433,Manteca,CA,37.8324,-121.1871
1976,18439,Three Rivers,CA,36.436,-118.7427
1977,18440,San Diego,CA,32.7199,-117.1805
1978,18448,Imperial Beach,CA,32.5721,-117.1134
1979,18450,Reseda,CA,34.2007,-118.5404
1980,18454,Hollywood (near; in the valley off Hwy. 101),CA,32.7199,-117.1805
1981,18456,Big Sur,CA,36.0648,-121.5493
1982,18485,Corona,CA,33.8754,-117.5659
1983,18489,Redlands,CA,33.9991,-117.149
1984,18511,Santa Rosa,CA,38.4534,-122.7814
1985,18512,Pleasanton,CA,37.6453,-121.8497
1986,18514,San Jose,CA,37.3435,-121.8887
1987,18578,Glendale,CA,34.1715,-118.2916
1988,18676,El Cajon,CA,32.7797,-116.8775
1989,18699,Manteca,CA,37.8324,-121.1871
1990,18702,Montebello,CA,34.0079,-118.1075
1991,18716,Fallbrook,CA,33.3943,-117.2964
1992,18720,San Diego,CA,32.7199,-117.1805
1993,18731,El Cajon,CA,32.7797,-116.8775
1994,18733,San Francisco,CA,37.77,-122.41
1995,18752,Apple Valley,CA,34.6026,-117.1198
1996,18766,Ocean Beach,CA,32.7199,-117.1805
1997,18772,Folsom,CA,38.6645,-121.145
1998,18774,West Hills,CA,34.2094,-118.6799
1999,18775,Big Pine,CA,37.2702,-117.9451
2000,18778,Fontana,CA,34.06,-117.44
2001,18788,Rancho Cucamonga,CA,34.1464,-117.5911
2002,18792,San Francisco,CA,37.77,-122.41
2003,18811,Santa Ysabel,CA,33.1768,-116.7453
2004,18832,Menifee,CA,33.6575,-117.1891
2005,18833,Woodland Hills,CA,34.1542,-118.5994
2006,18853,Ventura,CA,34.3349,-119.3507
2007,18874,San Marcos/Vista,CA,32.7199,-117.1805
2008,18875,Carlsbad,CA,33.1508,-117.3133
2009,18877,Aliso Viejo,CA,33.5736,-117.7296
2010,18878,Escondido,CA,33.0902,-117.0072
2011,18880,Murrieta,CA,33.5428,-117.269
2012,18883,Oceanside,CA,33.1959,-117.3789
2013,18885,Corona,CA,33.8754,-117.5659
2014,18886,Mission Viejo,CA,33.6002,-117.6711
2015,18887,Crestline,CA,34.2446,-117.2911
2016,18891,Long Beach,CA,33.7668,-118.1886
2017,18892,Lake Forest,CA,33.6443,-117.6789
2018,18896,Santa Barbara,CA,34.4191,-119.7034
2019,18925,Atwater,CA,37.2931,-120.646
2020,18928,Sacramento,CA,38.5819,-121.4935
2021,18931,Sacramento,CA,38.5819,-121.4935
2022,18943,Ontario,CA,34.0635,-117.6503
2023,18976,Orland,CA,39.7115,-122.3773
2024,18985,Ridgecrest,CA,35.6843,-117.4154
2025,18990,Merced,CA,37.3754,-120.3802
2026,18998,Dana Point,CA,33.478,-117.7059
2027,19025,San Marcos,CA,33.1871,-117.1585
2028,19037,Oceanside,CA,33.1959,-117.3789
2029,19054,Coalinga,CA,36.175,-120.4237
2030,19071,Pearblossom,CA,34.4567,-117.8876
2031,19082,San Diego,CA,32.7199,-117.1805
2032,19098,Stockton,CA,37.9578,-121.2897
2033,19110,Laguna Beach,CA,33.5451,-117.7761
2034,19165,San Diego,CA,32.7199,-117.1805
2035,19169,Boulder Creek,CA,37.1634,-122.1562
2036,19194,Marina del Rey,CA,32.7199,-117.1805
2037,19228,Oakland,CA,37.777,-122.2159
2038,19236,Murrieta,CA,33.5428,-117.269
2039,19242,Lake Port,CA,32.7199,-117.1805
2040,19249,Morongo Valley,CA,34.1049,-116.5872
2041,19256,San Gabriel Valley,CA,32.7199,-117.1805
2042,19264,Oceanside,CA,33.1959,-117.3789
2043,19277,Sacramento,CA,38.5819,-121.4935
2044,19288,North Highlands,CA,38.6697,-121.3813
2045,19290,Santa Barbara,CA,34.4191,-119.7034
2046,19292,Castro Valley,CA,37.7483,-122.1163
2047,19300,Clovis,CA,36.8261,-119.6789
2048,19312,Eastvale,CA,32.7199,-117.1805
2049,19318,Palmdale,CA,34.4836,-118.0604
2050,19319,Roseville,CA,38.7439,-121.2587
2051,19345,Vandenberg Village,CA,32.7199,-117.1805
2052,19351,Orange,CA,33.7878,-117.8523
2053,19401,Fresno,CA,36.8424,-119.8031
2054,19415,San Diego,CA,32.7199,-117.1805
2055,19459,Fontana,CA,34.06,-117.44
2056,19460,Encino,CA,34.1621,-118.5164
2057,19465,Los Angeles,CA,33.9736,-118.2479
2058,19479,Tustin,CA,33.7376,-117.8212
2059,19483,Chico,CA,39.7432,-121.8397
2060,19484,Sonoma,CA,38.2455,-122.4621
2061,19501,Carlsbad,CA,33.1508,-117.3133
2062,19514,Los Banos,CA,36.9859,-120.9759
2063,19548,Palm Springs,CA,33.8668,-116.5833
2064,19568,Indio,CA,33.7034,-116.2292
2065,19591,Mission Viejo,CA,33.6002,-117.6711
2066,19601,Tujunga,CA,34.2801,-118.2352
2067,19610,Murrieta,CA,33.5428,-117.269
2068,19643,Lancaster,CA,34.7333,-118.1492
2069,19666,Lemoore,CA,36.2904,-119.8372
2070,19695,Mt. Shasta,CA,32.7199,-117.1805
2071,19715,Sacramento,CA,38.5819,-121.4935
2072,19738,Oceanside,CA,33.1959,-117.3789
2073,19748,Pomona,CA,34.039,-117.7608
2074,19759,Sacramento,CA,38.5819,-121.4935
2075,19770,Temecula,CA,33.4939,-117.1475
2076,19781,Auburn,CA,38.9869,-121.1202
2077,19805,Clovis,CA,36.8261,-119.6789
2078,19808,Los Angeles,CA,33.9736,-118.2479
2079,19814,Monterey,CA,36.5836,-121.8369
2080,19815,Temecula,CA,33.4939,-117.1475
2081,19830,San Jose,CA,37.3435,-121.8887
2082,19849,Jamul,CA,32.6762,-116.8048
2083,19871,Bakersfield,CA,35.3879,-119.0236
2084,19875,Laguna Beach,CA,33.5451,-117.7761
2085,19894,Palm Springs,CA,33.8668,-116.5833
2086,19913,Cottonwood,CA,40.3382,-122.5169
2087,19934,San Rafael,CA,37.9719,-122.5044
2088,19962,San Jose,CA,37.3435,-121.8887
2089,19963,Santa Ana,CA,33.7468,-117.8554
2090,19998,Morgan Hill,CA,37.1681,-121.627
2091,20076,Cathedral City,CA,33.8142,-116.463
2092,20151,Mission Viejo,CA,33.6002,-117.6711
2093,20155,San Diego,CA,32.7199,-117.1805
2094,20157,Carlsbad,CA,33.1508,-117.3133
2095,20159,San Marcos,CA,33.1871,-117.1585
2096,20162,Livingston,CA,37.3652,-120.7489
2097,20167,Patterson,CA,37.5093,-121.2501
2098,20174,Ventura,CA,34.3349,-119.3507
2099,20201,Beaumont,CA,33.9171,-117.0001
2100,20204,Santa Rosa,CA,38.4534,-122.7814
2101,20206,El Cajon,CA,32.7797,-116.8775
2102,20212,Torrance,CA,33.8302,-118.3135
2103,20232,Los Angeles,CA,33.9736,-118.2479
2104,20236,Phelan,CA,34.4262,-117.5716
2105,20237,Corona,CA,33.8754,-117.5659
2106,20272,Upland,CA,34.1499,-117.6572
2107,20279,Fallbrook,CA,33.3943,-117.2964
2108,20283,Anaheim,CA,33.8478,-117.9573
2109,20284,Del Mar,CA,32.9718,-117.2182
2110,20323,El Monte,CA,34.0799,-118.0454
2111,20333,Menifee,CA,33.6575,-117.1891
2112,20342,San Diego,CA,32.7199,-117.1805
2113,20353,Westminster,CA,33.7491,-117.9937
2114,20386,Baldwin Park,CA,34.0966,-117.9667
2115,20404,Elk Grove,CA,38.443,-121.2993
2116,20405,La Mirada,CA,33.9172,-118.0114
2117,20422,Garden Grove,CA,33.7886,-117.9277
2118,20428,Victorville and Palmdale (between),CA,32.7199,-117.1805
2119,20463,Half Moon Bay,CA,37.473,-122.4111
2120,20477,San Jose,CA,37.3435,-121.8887
2121,20516,Chino,CA,33.9539,-117.6477
2122,20543,Petaluma,CA,38.2117,-122.7897
2123,20546,Lake Arrowhead,CA,34.2681,-117.1899
2124,20547,Lake Arrowhead,CA,34.2681,-117.1899
2125,20548,Lake Arrowhead,CA,34.2681,-117.1899
2126,20569,Sonoma,CA,38.2455,-122.4621
2127,20572,Pacific Grove,CA,36.6179,-121.9218
2128,20580,San Marcos,CA,33.1871,-117.1585
2129,20608,Rohnert Park,CA,38.3267,-122.7061
2130,20621,El Cajon,CA,32.7797,-116.8775
2131,20622,Healdsburg,CA,38.6301,-122.8657
2132,20644,Santa Ana,CA,33.7468,-117.8554
2133,20646,El Cajon,CA,32.7797,-116.8775
2134,20687,Moreno Valley,CA,33.8809,-117.2247
2135,20688,San Juan Capistrano,CA,33.5705,-117.5497
2136,20689,Redlands,CA,33.9991,-117.149
2137,20695,Bakersfield,CA,35.3879,-119.0236
2138,20696,Lancaster,CA,34.7333,-118.1492
2139,20698,Mckittrick,CA,32.7199,-117.1805
2140,20717,Boulder Creek,CA,37.1634,-122.1562
2141,20722,San Diego,CA,32.7199,-117.1805
2142,20732,Sylmar,CA,34.3502,-118.3026
2143,20733,Corona,CA,33.8754,-117.5659
2144,20735,Elk Grove,CA,38.443,-121.2993
2145,20765,Laguna Niguel,CA,33.5425,-117.7825
2146,20773,Los Angeles,CA,33.9736,-118.2479
2147,20778,Santa Ana/Tustin,CA,32.7199,-117.1805
2148,20779,Antioch,CA,37.9898,-121.8073
2149,20817,Beaumont,CA,33.9171,-117.0001
2150,20831,Montebello,CA,34.0079,-118.1075
2151,20845,Temecula,CA,33.4939,-117.1475
2152,20857,Oceanside,CA,33.1959,-117.3789
2153,20858,Sacramento,CA,38.5819,-121.4935
2154,20865,San Clemente,CA,33.3929,-117.5296
2155,20868,Rancho Santa Margarita,CA,33.6229,-117.6083
2156,20873,Alamo,CA,37.8529,-121.99
2157,20875,Mission Viejo,CA,33.6002,-117.6711
2158,20882,Rough and Ready,CA,32.7199,-117.1805
2159,20883,Oxnard,CA,34.2091,-119.1831
2160,20887,Orange County area,CA,32.7199,-117.1805
2161,20893,Petaluma,CA,38.2117,-122.7897
2162,20898,Avenal,CA,35.9317,-120.0921
2163,20941,Westminster,CA,33.7491,-117.9937
2164,20951,Mojave,CA,35.083,-118.1706
2165,20953,La Mirada,CA,33.9172,-118.0114
2166,20954,Torrance,CA,33.8302,-118.3135
2167,20958,Fillmore,CA,34.4173,-118.8397
2168,20968,Palm Desert,CA,33.7664,-116.3279
2169,21001,Pasadena,CA,34.1468,-118.1382
2170,21004,Pico Rivera,CA,33.9866,-118.0863
2171,21017,Lake Alpine,CA,32.7199,-117.1805
2172,21019,Fullerton,CA,33.8768,-117.8931
2173,21020,Pearblossom,CA,34.4567,-117.8876
2174,21027,Eureka,CA,40.7995,-124.1527
2175,21036,La Puente,CA,34.0288,-117.933
2176,21040,Pico Rivera,CA,33.9866,-118.0863
2177,21050,Pacheco,CA,32.7199,-117.1805
2178,21054,San Diego,CA,32.7199,-117.1805
2179,21072,Patterson,CA,37.5093,-121.2501
2180,21090,Moreno Valley,CA,33.8809,-117.2247
2181,21091,Mission Viejo,CA,33.6002,-117.6711
2182,21092,Carlsbad/Oceanside,CA,32.7199,-117.1805
2183,21093,Oceanside (Orange Co.)(Riverside),CA,32.7199,-117.1805
2184,21096,Fremont CA,CA,32.7199,-117.1805
2185,21097,Rancho Santa Margarita,CA,33.6229,-117.6083
2186,21098,Orange Co/Riverside Co/San Diego Co,CA,32.7199,-117.1805
2187,21099,Oceanside,CA,33.1959,-117.3789
2188,21101,Dana Point,CA,33.478,-117.7059
2189,21103,Mission Viejo,CA,33.6002,-117.6711
2190,21105,Chino,CA,33.9539,-117.6477
2191,21106,Lake Forest,CA,33.6443,-117.6789
2192,21107,Temecula,CA,33.4939,-117.1475
2193,21119,Laguna Niguel,CA,33.5425,-117.7825
2194,21122,Madera,CA,36.9768,-119.8701
2195,21124,Los Angeles,CA,33.9736,-118.2479
2196,21141,Huntington Beach,CA,33.7036,-117.9942
2197,21149,Ukiah,CA,39.131,-123.2441
2198,21156,Big Pine,CA,37.2702,-117.9451
2199,21157,Shasta Lake,CA,40.6894,-122.3795
2200,21185,Newport Beach,CA,33.6187,-117.9283
2201,21192,La Puente,CA,34.0288,-117.933
2202,21209,Riverside,CA,33.9943,-117.3778
2203,21216,Long Beach,CA,33.7668,-118.1886
2204,21228,Fairfield,CA,38.2802,-122.0202
2205,21242,San Jose,CA,37.3435,-121.8887
2206,21246,Los Angeles/Burbank/Palmdale,CA,32.7199,-117.1805
2207,21247,Chula Vista,CA,32.6403,-117.0834
2208,21268,Ventura,CA,34.3349,-119.3507
2209,21296,Fontana,CA,34.06,-117.44
2210,21323,Murrieta,CA,33.5428,-117.269
2211,21324,Santa Clara,CA,37.3515,-121.9508
2212,21330,Castro Valley,CA,37.7483,-122.1163
2213,21377,Simi Valley,CA,34.2707,-118.7905
2214,21395,San Jose (East),CA,32.7199,-117.1805
2215,21413,Clearlake,CA,38.9726,-122.5405
2216,21423,Oakland,CA,37.777,-122.2159
2217,21451,San Jose,CA,37.3435,-121.8887
2218,21458,Rancho Bernardo,CA,32.7199,-117.1805
2219,21460,Atwater,CA,37.2931,-120.646
2220,21477,Rosamond,CA,34.9443,-118.4952
2221,21510,Bonny Doon,CA,32.7199,-117.1805
2222,21520,Spring Valley,CA,32.7449,-116.9981
2223,21522,Sacramento,CA,38.5819,-121.4935
2224,21541,San Mateo,CA,37.5742,-122.3194
2225,21567,Fresno,CA,36.8424,-119.8031
2226,21574,San Jose,CA,37.3435,-121.8887
2227,21583,San Pedro,CA,33.7433,-118.2754
2228,21587,Calistoga,CA,38.6184,-122.5855
2229,21590,Shasta City,CA,32.7199,-117.1805
2230,21601,La Puente,CA,34.0288,-117.933
2231,21611,Laguna Woods,CA,33.6071,-117.7311
2232,21617,Fremont,CA,37.567,-121.9827
2233,21618,Grass Valley,CA,39.2202,-120.9008
2234,21621,Grass Valley,CA,39.2202,-120.9008
2235,21622,Cool,CA,38.8833,-120.9882
2236,21631,Antelope,CA,38.7152,-121.3561
2237,21633,San Clemente,CA,33.3929,-117.5296
2238,21662,San Francisco,CA,37.77,-122.41
2239,21663,South Lake Tahoe,CA,38.8851,-120.0424
2240,21667,Salinas,CA,36.6603,-121.6498
2241,21668,Kings Beach,CA,39.2693,-120.0434
2242,21669,Ocean Cove,CA,32.7199,-117.1805
2243,21677,San Bernardino,CA,34.104,-117.2925
2244,21702,Crescent Mills,CA,40.0636,-120.9152
2245,21734,Clovis,CA,36.8261,-119.6789
2246,21735,Mammoth Lakes,CA,37.6513,-118.8889
2247,21736,Coalinga,CA,36.175,-120.4237
2248,21746,Phelan,CA,34.4262,-117.5716
2249,21755,Fresno,CA,36.8424,-119.8031
2250,21794,Santa Paula,CA,34.3815,-119.106
2251,21805,Stockton,CA,37.9578,-121.2897
2252,21809,Westwood,CA,40.2692,-121.0861
2253,21815,Salton Sea Beach,CA,32.7199,-117.1805
2254,21818,Trinidad,CA,41.1324,-124.0477
2255,21843,Los Angeles,CA,33.9736,-118.2479
2256,21871,Merced,CA,37.3754,-120.3802
2257,21874,San Fernando,CA,34.2872,-118.4333
2258,21877,San Diego/Tijuana,CA,32.7199,-117.1805
2259,21901,Sacramento,CA,38.5819,-121.4935
2260,21909,San Diego,CA,32.7199,-117.1805
2261,21911,San Jose,CA,37.3435,-121.8887
2262,21916,La Habra,CA,33.9393,-117.9559
2263,21920,San Diego,CA,32.7199,-117.1805
2264,21925,Chino,CA,33.9539,-117.6477
2265,21928,San Jose,CA,37.3435,-121.8887
2266,21938,Westminster,CA,33.7491,-117.9937
2267,21943,Comptche,CA,39.2767,-123.5763
2268,21944,San Diego,CA,32.7199,-117.1805
2269,21946,Glendale,CA,34.1715,-118.2916
2270,21950,Hawthorne/Gardena,CA,32.7199,-117.1805
2271,21989,Oceanside,CA,33.1959,-117.3789
2272,21995,Santa Cruz,CA,37.069,-122.1569
2273,22010,Culver City,CA,33.9954,-118.3999
2274,22037,Visalia,CA,36.2947,-119.3813
2275,22038,Calimesa,CA,33.9818,-117.0506
2276,22040,San Jose,CA,37.3435,-121.8887
2277,22069,Lakeport,CA,39.0458,-122.9662
2278,22078,Vallejo,CA,38.1386,-122.2529
2279,22085,Anaheim,CA,33.8478,-117.9573
2280,22120,Crescent City,CA,41.7882,-123.9998
2281,22137,San Diego,CA,32.7199,-117.1805
2282,22151,Chula Vista,CA,32.6403,-117.0834
2283,22168,Los Angeles,CA,33.9736,-118.2479
2284,22184,Santa Cruz,CA,37.069,-122.1569
2285,22190,San Marcos,CA,33.1871,-117.1585
2286,22194,Venice,CA,33.9942,-118.4637
2287,22199,Chino Hills,CA,33.9474,-117.7289
2288,22204,Ontario,CA,34.0635,-117.6503
2289,22214,Stanford,CA,37.424,-122.1676
2290,22218,Crescent City,CA,41.7882,-123.9998
2291,22237,Sonoma,CA,38.2455,-122.4621
2292,22241,Chatsworth,CA,34.2868,-118.5959
2293,22250,Chatsworth,CA,34.2868,-118.5959
2294,22252,Chatsworth,CA,34.2868,-118.5959
2295,22258,Azuza,CA,32.7199,-117.1805
2296,22276,Santa Cruz,CA,37.069,-122.1569
2297,22278,Whittier,CA,34.0033,-118.0261
2298,22288,Rialto,CA,34.1031,-117.3874
2299,22297,Oxnard,CA,34.2091,-119.1831
2300,22299,Canyon Country,CA,34.4338,-118.4623
2301,22309,Walnut,CA,34.0203,-117.8647
2302,22310,San Diego,CA,32.7199,-117.1805
2303,22313,Huntington Beach,CA,33.7036,-117.9942
2304,22330,Mojave,CA,35.083,-118.1706
2305,22333,Lincoln,CA,38.9315,-121.3234
2306,22348,La Mesa,CA,32.7601,-116.9993
2307,22349,Fallbrook,CA,33.3943,-117.2964
2308,22367,Escondido,CA,33.0902,-117.0072
2309,22369,Vacaville,CA,38.3505,-121.9196
2310,22383,Indio,CA,33.7034,-116.2292
2311,22393,San Anselmo,CA,37.9921,-122.5813
2312,22404,Apple Valley,CA,34.6026,-117.1198
2313,22410,Manhatten Beach,CA,32.7199,-117.1805
2314,22439,Llano,CA,34.473,-117.7591
