,cidade,estado,formato,data,hora,dia_semana,dia,mes
3930,Morristown,TN,Other,9/22/16,21:10,Quinta-Feira,22,9
3931,Portland,OR,Sphere,9/22/16,20:45,Quinta-Feira,22,9
3932,Temecula,CA,Triangle,9/22/16,20:30,Quinta-Feira,22,9
3933,Boston,MA,Light,9/22/16,19:40,Quinta-Feira,22,9
3934,Woonsocket,RI,Circle,9/22/16,19:00,Quinta-Feira,22,9
3935,Cincinnati,OH,Fireball,9/22/16,12:15,Quinta-Feira,22,9
3936,Athens,GA,Light,9/22/16,05:50,Quinta-Feira,22,9
3937,Oak Ridge,TN,Circle,9/21/16,23:37,Quarta-feira,21,9
3938,Quincy,MA,Oval,9/21/16,22:00,Quarta-feira,21,9
3939,Wilmington,MA,Circle,9/21/16,21:50,Quarta-feira,21,9
3940,Lowell,MA,Fireball,9/21/16,21:45,Quarta-feira,21,9
3941,Nashua,NH,Fireball,9/21/16,21:42,Quarta-feira,21,9
3942,North Brookfield,MA,Oval,9/21/16,21:30,Quarta-feira,21,9
3943,Rico,CO,Cigar,9/21/16,21:00,Quarta-feira,21,9
3944,Cicero,NY,Light,9/21/16,20:30,Quarta-feira,21,9
3945,Cicero,NY,Formation,9/21/16,20:07,Quarta-feira,21,9
3946,North Bend,WA,Flash,9/21/16,20:05,Quarta-feira,21,9
3947,Nashville,TN,Diamond,9/21/16,19:40,Quarta-feira,21,9
3948,Beaverton,OR,Circle,9/21/16,18:00,Quarta-feira,21,9
3949,Pellville,KY,Diamond,9/21/16,17:00,Quarta-feira,21,9
3950,Buford,GA,Light,9/21/16,08:20,Quarta-feira,21,9
3951,Newport Beach,CA,Fireball,9/21/16,05:16,Quarta-feira,21,9
3952,Newport Beach,CA,Fireball,9/21/16,05:16,Quarta-feira,21,9
3953,Shelbyville,IN,Triangle,9/21/16,04:23,Quarta-feira,21,9
3954,Tea,SD,Fireball,9/21/16,02:35,Quarta-feira,21,9
3955,Springtown,TX,Oval,9/20/16,22:13,Terça-feira,20,9
3956,Oak Lawn,IL,Light,9/20/16,22:00,Terça-feira,20,9
3957,Louisville,KY,Sphere,9/20/16,21:04,Terça-feira,20,9
3958,Elmore County (House Mountain Road),ID,Light,9/20/16,21:00,Terça-feira,20,9
3959,New York City (Brooklyn),NY,Light,9/20/16,21:00,Terça-feira,20,9
3960,Salt Lake City,UT,Triangle,9/20/16,21:00,Terça-feira,20,9
3961,Salt Lake City,UT,Formation,9/20/16,20:45,Terça-feira,20,9
3962,Freeland,PA,Light,9/20/16,20:35,Terça-feira,20,9
3963,Harrisburg,PA,Other,9/20/16,20:15,Terça-feira,20,9
3964,Amherst/Tonawanda,NY,Sphere,9/20/16,20:00,Terça-feira,20,9
3965,Assumption,MI,Light,9/20/16,20:00,Terça-feira,20,9
3966,Charleroi,PA,Cylinder,9/20/16,19:45,Terça-feira,20,9
3967,Conway,AR,Sphere,9/20/16,13:00,Terça-feira,20,9
3968,Thomson,GA,Disk,9/20/16,10:00,Terça-feira,20,9
3969,Bradenton,FL,Other,9/20/16,05:15,Terça-feira,20,9
3970,Phoenix to Syracuse,NY,Light,9/20/16,05:00,Terça-feira,20,9
3971,Brookfield,IL,Disk,9/20/16,04:00,Terça-feira,20,9
3972,Stonington,CT,Circle,9/20/16,01:00,Terça-feira,20,9
3973,Gila,NM,Oval,9/20/16,01:00,Terça-feira,20,9
3974,Oswego,IL,Light,9/19/16,22:00,Segunda-feira,19,9
3975,Saucier,MS,Light,9/19/16,22:00,Segunda-feira,19,9
3976,Baraboo,WI,Flash,9/19/16,22:00,Segunda-feira,19,9
3977,Crandon,WI,Other,9/19/16,21:00,Segunda-feira,19,9
3978,Jasper (looking west),GA,Circle,9/19/16,20:47,Segunda-feira,19,9
3979,Pittsfield,MA,Fireball,9/19/16,20:05,Segunda-feira,19,9
3980,Madurai (India),IN,Fireball,9/19/16,20:00,Segunda-feira,19,9
3981,Cloverdale,NM,Disk,9/19/16,18:22,Segunda-feira,19,9
3982,Powell,TN,Triangle,9/19/16,17:50,Segunda-feira,19,9
3983,Perris,CA,Disk,9/19/16,08:30,Segunda-feira,19,9
3984,San Diego,CA,Triangle,9/19/16,03:32,Segunda-feira,19,9
3985,Las Vegas,NV,Oval,9/18/16,23:00,Domingo,18,9
3986,Tesuque,NM,Light,9/18/16,22:00,Domingo,18,9
3987,Grand Rapids,MI,Light,9/18/16,21:00,Domingo,18,9
3988,Fort Wayne,IN,Other,9/18/16,20:52,Domingo,18,9
3989,Oroville,CA,Light,9/18/16,20:45,Domingo,18,9
3990,Manitou Springs,CO,Oval,9/18/16,20:10,Domingo,18,9
3991,Yukon,OK,Light,9/18/16,19:21,Domingo,18,9
3992,Aurora,CO,Other,9/18/16,19:00,Domingo,18,9
3993,Bridgewater,NJ,Rectangle,9/18/16,15:30,Domingo,18,9
3994,Fairbanks,AK,Circle,9/18/16,14:34,Domingo,18,9
3995,Bensalem,PA,Circle,9/18/16,10:00,Domingo,18,9
3996,Tulsa,OK,Triangle,9/18/16,08:00,Domingo,18,9
3997,Hopedale,MA,Circle,9/18/16,05:30,Domingo,18,9
3998,Stamford,CT,Oval,9/17/16,23:30,Sábado,17,9
3999,Miami,FL,Fireball,9/17/16,23:15,Sábado,17,9
4000,Colton,NY,Fireball,9/17/16,22:36,Sábado,17,9
4001,Danville,IN,Triangle,9/17/16,21:00,Sábado,17,9
4002,Summerlin/Las Vegas,NV,Changing,9/17/16,20:33,Sábado,17,9
4003,Westcliff,CO,Disk,9/17/16,20:30,Sábado,17,9
4004,Preston,MD,Light,9/17/16,20:00,Sábado,17,9
4005,Los Alamos,NM,Circle,9/17/16,19:36,Sábado,17,9
4006,Albuquerque,NM,Light,9/17/16,19:35,Sábado,17,9
4007,Durango,CO,Sphere,9/17/16,19:30,Sábado,17,9
4008,Ridgway,CO,Triangle,9/17/16,19:00,Sábado,17,9
4009,Lahaina,HI,Light,9/17/16,19:00,Sábado,17,9
4010,Layton,UT,Triangle,9/17/16,10:00,Sábado,17,9
4011,Oklahoma City,OK,Changing,9/17/16,09:45,Sábado,17,9
4012,Athens,AL,Oval,9/17/16,00:00,Sábado,17,9
4013,Pittsburg/Antioch,CA,Light,9/16/16,23:33,Sexta-feira,16,9
4014,Aurora,IN,Light,9/16/16,22:30,Sexta-feira,16,9
4015,Cumberland,MD,Light,9/16/16,21:40,Sexta-feira,16,9
4016,Lewis center,OH,Sphere,9/16/16,21:25,Sexta-feira,16,9
4017,Long Beach,CA,Other,9/16/16,21:06,Sexta-feira,16,9
4018,Richlands,NC,Changing,9/16/16,21:00,Sexta-feira,16,9
4019,Frisco,TX,Flash,9/16/16,21:00,Sexta-feira,16,9
4020,Sylmar,CA,Triangle,9/16/16,21:00,Sexta-feira,16,9
4021,Waterville,ME,Light,9/16/16,20:45,Sexta-feira,16,9
4022,Medford,MA,Light,9/16/16,20:40,Sexta-feira,16,9
4023,Bangor,ME,Triangle,9/16/16,20:00,Sexta-feira,16,9
4024,Baldwinsville,NY,Light,9/16/16,20:00,Sexta-feira,16,9
4025,Citrus Heights,CA,Oval,9/16/16,19:50,Sexta-feira,16,9
4026,Garfield hts,OH,Circle,9/16/16,19:00,Sexta-feira,16,9
4027,Minot,ME,Other,9/16/16,18:40,Sexta-feira,16,9
4028,Redding,CA,Cigar,9/16/16,14:45,Sexta-feira,16,9
4029,Charleston,SC,Triangle,9/16/16,12:43,Sexta-feira,16,9
4030,Marina Del Rey,CA,Light,9/16/16,10:15,Sexta-feira,16,9
4031,Belmont,NC,Other,9/16/16,04:30,Sexta-feira,16,9
4032,Grapevine,CA,Triangle,9/16/16,00:00,Sexta-feira,16,9
4033,Benson,AZ,Rectangle,9/15/16,23:20,Quinta-Feira,15,9
4034,Stoughton,MA,Circle,9/15/16,22:53,Quinta-Feira,15,9
4035,Missoula,MT,Light,9/15/16,22:15,Quinta-Feira,15,9
4036,Canby,OR,Light,9/15/16,22:05,Quinta-Feira,15,9
4037,Mountain Home,ID,Light,9/15/16,22:00,Quinta-Feira,15,9
4038,Hyannis,MA,Sphere,9/15/16,21:55,Quinta-Feira,15,9
4039,Bigfork,MT,Fireball,9/15/16,21:45,Quinta-Feira,15,9
4040,Bear,DE,Sphere,9/15/16,21:30,Quinta-Feira,15,9
4041,Clarkson,KY,Diamond,9/15/16,21:15,Quinta-Feira,15,9
4042,Whitefish,MT,Light,9/15/16,21:15,Quinta-Feira,15,9
4043,Seagrove,FL,Fireball,9/15/16,21:00,Quinta-Feira,15,9
4044,Lakehills,TX,Sphere,9/15/16,21:00,Quinta-Feira,15,9
4045,Warren,MI,Light,9/15/16,20:47,Quinta-Feira,15,9
4046,Menifee,CA,Fireball,9/15/16,20:30,Quinta-Feira,15,9
4047,Spokane Valley,WA,Light,9/15/16,20:25,Quinta-Feira,15,9
4048,Baltimore,MD,Fireball,9/15/16,19:45,Quinta-Feira,15,9
4049,Farmington,ME,Other,9/15/16,19:30,Quinta-Feira,15,9
4050,Warminster,PA,Light,9/15/16,19:00,Quinta-Feira,15,9
4051,Smithville,NJ,Triangle,9/15/16,19:00,Quinta-Feira,15,9
4052,Hingham,MA,Disk,9/15/16,18:45,Quinta-Feira,15,9
4053,Augusta,GA,Light,9/15/16,18:00,Quinta-Feira,15,9
4054,Gladwin,MI,Sphere,9/15/16,17:15,Quinta-Feira,15,9
4055,Prince William,VA,Disk,9/15/16,14:30,Quinta-Feira,15,9
4056,Knoxville,TN,Light,9/15/16,07:30,Quinta-Feira,15,9
4057,Hawkinsville,GA,Light,9/15/16,05:00,Quinta-Feira,15,9
4058,Ontario,CA,Other,9/15/16,04:00,Quinta-Feira,15,9
4059,Miami,FL,Circle,9/15/16,02:35,Quinta-Feira,15,9
4060,San Leandro,CA,Other,9/15/16,00:00,Quinta-Feira,15,9
4061,Highland,MI,Other,9/14/16,22:37,Quarta-feira,14,9
4062,Bradenton,FL,Circle,9/14/16,22:30,Quarta-feira,14,9
4063,Soringfield,OH,Light,9/14/16,21:30,Quarta-feira,14,9
4064,False Cape State Park,VA,Light,9/14/16,21:30,Quarta-feira,14,9
4065,Pittsburgh,PA,Light,9/14/16,21:10,Quarta-feira,14,9
4066,Sea Isle City,NJ,Light,9/14/16,21:00,Quarta-feira,14,9
4067,Ocean City,NJ,Light,9/14/16,20:30,Quarta-feira,14,9
4068,O'Fallon,MO,Light,9/14/16,20:30,Quarta-feira,14,9
4069,San Marcos,TX,Formation,9/14/16,03:05,Quarta-feira,14,9
4070,Lewisville,NC,Other,9/14/16,02:30,Quarta-feira,14,9
4071,Grapevine,CA,Triangle,9/14/16,01:00,Quarta-feira,14,9
4072,Salem,OR,Other,9/14/16,01:00,Quarta-feira,14,9
4073,Scarborough,ME,Disk,9/14/16,01:00,Quarta-feira,14,9
4074,Alberton,MT,Light,9/14/16,00:30,Quarta-feira,14,9
4075,Sugar Grove,PA,Light,9/13/16,22:30,Terça-feira,13,9
4076,Mount Orab,OH,Diamond,9/13/16,22:30,Terça-feira,13,9
4077,Corinth,MS,Light,9/13/16,22:20,Terça-feira,13,9
4078,Fort Edward,NY,Other,9/13/16,22:00,Terça-feira,13,9
4079,Waverly,OH,Other,9/13/16,22:00,Terça-feira,13,9
4080,Dayton,OH,Other,9/13/16,21:51,Terça-feira,13,9
4081,Lakehills,TX,Sphere,9/13/16,21:30,Terça-feira,13,9
4082,Carolina Beach,NC,Other,9/13/16,21:30,Terça-feira,13,9
4083,Lakewood,WA,Fireball,9/13/16,21:30,Terça-feira,13,9
4084,Wilmington,NC,Circle,9/13/16,21:30,Terça-feira,13,9
4085,Atlantic Beach,NC,Formation,9/13/16,21:20,Terça-feira,13,9
4086,Fayetteville,AR,Fireball,9/13/16,21:05,Terça-feira,13,9
4087,West Portsmouth,OH,Circle,9/13/16,21:00,Terça-feira,13,9
4088,Eugene,OR,Circle,9/13/16,20:40,Terça-feira,13,9
4089,Dixon,MO,Circle,9/13/16,20:15,Terça-feira,13,9
4090,Hollister,CA,Triangle,9/13/16,16:00,Terça-feira,13,9
4091,Emerald isl,NC,Circle,9/13/16,12:43,Terça-feira,13,9
4092,Arlington,VA,Other,9/13/16,10:50,Terça-feira,13,9
4093,Gardner,MA,Sphere,9/13/16,03:30,Terça-feira,13,9
4094,South Haven,MI,Disk,9/12/16,22:00,Segunda-feira,12,9
4095,South Haven,MI,Disk,9/12/16,22:00,Segunda-feira,12,9
4096,Brooks,ME,Fireball,9/12/16,22:00,Segunda-feira,12,9
4097,Boston,GA,Other,9/12/16,20:00,Segunda-feira,12,9
4098,Bradenton,FL,Circle,9/12/16,05:45,Segunda-feira,12,9
4099,Anchorage,AK,Disk,9/12/16,01:00,Segunda-feira,12,9
4100,Colorado Springs,CO,Triangle,9/12/16,01:00,Segunda-feira,12,9
4101,Fresno,CA,Flash,9/11/16,23:00,Domingo,11,9
4102,Paris,KY,Light,9/11/16,22:37,Domingo,11,9
4103,Emmett,ID,Oval,9/11/16,22:00,Domingo,11,9
4104,St. Charles,IL,Formation,9/11/16,21:00,Domingo,11,9
4105,Riverside,OH,Other,9/11/16,20:00,Domingo,11,9
4106,Freeland,PA,Light,9/11/16,20:00,Domingo,11,9
4107,Austin,TX,Fireball,9/11/16,19:43,Domingo,11,9
4108,Downtown Nashville,TN,Cigar,9/11/16,19:30,Domingo,11,9
4109,South Berwick,ME,Sphere,9/11/16,18:30,Domingo,11,9
4110,North Andover,MA,Triangle,9/11/16,18:00,Domingo,11,9
4111,Los Angeles,CA,Cylinder,9/11/16,14:00,Domingo,11,9
4112,Thornton,CO,Cigar,9/11/16,11:00,Domingo,11,9
4113,Warren,PA,Circle,9/11/16,07:01,Domingo,11,9
4114,Pontotoc,MS,Light,9/11/16,07:00,Domingo,11,9
4115,Granville,NY,Light,9/11/16,03:00,Domingo,11,9
4116,Mellen,WI,Light,9/11/16,02:45,Domingo,11,9
4117,Brandon,MS,Flash,9/11/16,00:30,Domingo,11,9
4118,Hartsdale,NY,Changing,9/11/16,00:00,Domingo,11,9
4119,Topeka,KS,Light,9/10/16,23:30,Sábado,10,9
4120,Clayton,CA,Light,9/10/16,21:43,Sábado,10,9
4121,Cheyenne,WY,Other,9/10/16,21:25,Sábado,10,9
4122,Farmington,NY,Cylinder,9/10/16,21:15,Sábado,10,9
4123,Lima,OH,Fireball,9/10/16,21:00,Sábado,10,9
4124,Anchorage,AK,Light,9/10/16,21:00,Sábado,10,9
4125,Wilson Lake,KS,Sphere,9/10/16,19:10,Sábado,10,9
4126,Albany,NY,Circle,9/10/16,19:00,Sábado,10,9
4127,Elma,WA,Rectangle,9/10/16,12:00,Sábado,10,9
4128,Saratoga Springs,NY,Rectangle,9/10/16,11:15,Sábado,10,9
4129,Pharr,TX,Fireball,9/10/16,02:45,Sábado,10,9
4130,Tucson,AZ,Light,9/10/16,01:50,Sábado,10,9
4131,Hilton Head,SC,Circle,9/10/16,01:00,Sábado,10,9
4132,Corning,AR,Light,9/10/16,01:00,Sábado,10,9
4133,Hilton Head,SC,Sphere,9/10/16,01:00,Sábado,10,9
4134,Ventnor,NJ,Disk,9/10/16,01:00,Sábado,10,9
4135,Hilton Head,SC,Sphere,9/10/16,00:45,Sábado,10,9
4136,Ridley Park,PA,Circle,9/9/16,23:45,Sexta-feira,9,9
4137,Elko New Market,MN,Circle,9/9/16,23:39,Sexta-feira,9,9
4138,Moore,TX,Formation,9/9/16,23:30,Sexta-feira,9,9
4139,Eaton,OH,Triangle,9/9/16,23:10,Sexta-feira,9,9
4140,Madison,WI,Triangle,9/9/16,20:55,Sexta-feira,9,9
4141,Battle Ground,WA,Fireball,9/9/16,20:43,Sexta-feira,9,9
4142,Paragould,AR,Cigar,9/9/16,20:20,Sexta-feira,9,9
4143,Albuquerque,NM,Cigar,9/9/16,19:30,Sexta-feira,9,9
4144,Tacoma,WA,Triangle,9/9/16,16:00,Sexta-feira,9,9
4145,Andrews,SC,Other,9/9/16,15:30,Sexta-feira,9,9
4146,Wichita,KS,Sphere,9/9/16,09:30,Sexta-feira,9,9
4147,Minneapolis,MN,Sphere,9/9/16,07:45,Sexta-feira,9,9
4148,Jal (15 miles E of),NM,Triangle,9/9/16,01:00,Sexta-feira,9,9
4149,Auburn,WA,Disk,9/8/16,22:40,Quinta-Feira,8,9
4150,St. Paul,MN,Light,9/8/16,21:30,Quinta-Feira,8,9
4151,Canton,GA,Disk,9/8/16,21:00,Quinta-Feira,8,9
4152,Albuquerque,NM,Oval,9/8/16,20:00,Quinta-Feira,8,9
4153,Erwin,NC,Fireball,9/8/16,18:30,Quinta-Feira,8,9
4154,Raleigh,NC,Circle,9/8/16,18:06,Quinta-Feira,8,9
4155,Wake Forest,NC,Fireball,9/8/16,17:55,Quinta-Feira,8,9
4156,Raleigh,NC,Light,9/8/16,17:50,Quinta-Feira,8,9
4157,Mebane,NC,Circle,9/8/16,17:00,Quinta-Feira,8,9
4158,Santa Clarita,CA,Light,9/8/16,16:30,Quinta-Feira,8,9
4159,Goleta,CA,Changing,9/8/16,16:00,Quinta-Feira,8,9
4160,Westport,IN,Oval,9/8/16,06:30,Quinta-Feira,8,9
4161,Tarpon Springs,FL,Light,9/8/16,06:00,Quinta-Feira,8,9
4162,Duncan/Comanche area,OK,Circle,9/8/16,01:00,Quinta-Feira,8,9
4163,Centerville,IA,Oval,9/8/16,01:00,Quinta-Feira,8,9
4164,Easley,SC,Triangle,9/7/16,23:20,Quarta-feira,7,9
4165,Haworth,NJ,Flash,9/7/16,23:15,Quarta-feira,7,9
4166,Franklin,NC,Circle,9/7/16,22:41,Quarta-feira,7,9
4167,Harrison,NY,Disk,9/7/16,22:15,Quarta-feira,7,9
4168,Deptford,NJ,Light,9/7/16,22:00,Quarta-feira,7,9
4169,Sacramento,CA,Circle,9/7/16,22:00,Quarta-feira,7,9
4170,Fairborn,OH,Triangle,9/7/16,21:30,Quarta-feira,7,9
4171,Sipio,UT,Light,9/7/16,21:30,Quarta-feira,7,9
4172,Dayton,OH,Other,9/7/16,21:30,Quarta-feira,7,9
4173,Terra Haute,IN,Light,9/7/16,21:30,Quarta-feira,7,9
4174,Fairborn,OH,Triangle,9/7/16,21:30,Quarta-feira,7,9
4175,Adrian,OR,Circle,9/7/16,20:45,Quarta-feira,7,9
4176,Syracuse,NY,Other,9/7/16,20:00,Quarta-feira,7,9
4177,Portsmouth,RI,Fireball,9/7/16,09:23,Quarta-feira,7,9
4178,Half Moon Bay,CA,Oval,9/7/16,08:40,Quarta-feira,7,9
4179,Stonefort,IL,Light,9/7/16,07:45,Quarta-feira,7,9
4180,Rancho Cucamonga,CA,Light,9/7/16,05:30,Quarta-feira,7,9
4181,Oak Forest,IL,Light,9/7/16,05:00,Quarta-feira,7,9
4182,Buford,GA,Circle,9/7/16,01:00,Quarta-feira,7,9
4183,Winder,GA,Circle,9/7/16,01:00,Quarta-feira,7,9
4184,Winder,GA,Circle,9/7/16,00:00,Quarta-feira,7,9
4185,Kingston,NY,Circle,9/6/16,22:00,Terça-feira,6,9
4186,Peoria,IL,Light,9/6/16,22:00,Terça-feira,6,9
4187,Albany,NY,Triangle,9/6/16,20:50,Terça-feira,6,9
4188,La Canada,CA,Light,9/6/16,20:40,Terça-feira,6,9
4189,Dundalk,MD,Fireball,9/6/16,19:45,Terça-feira,6,9
4190,Bangor,PA,Rectangle,9/6/16,16:00,Terça-feira,6,9
4191,Asheboro,NC,Disk,9/6/16,15:30,Terça-feira,6,9
4192,Tucson,AZ,Triangle,9/6/16,14:45,Terça-feira,6,9
4193,Palm Spring,CA,Changing,9/6/16,14:00,Terça-feira,6,9
4194,Lake Crystal,MN,Fireball,9/6/16,13:30,Terça-feira,6,9
4195,Brentwood,CA,Other,9/6/16,08:20,Terça-feira,6,9
4196,Gary,IN,Cigar,9/6/16,06:15,Terça-feira,6,9
4197,Boise,ID,Triangle,9/6/16,01:34,Terça-feira,6,9
4198,Pasco,WA,Flash,9/6/16,00:15,Terça-feira,6,9
4199,Harrison,AR,Light,9/6/16,00:00,Terça-feira,6,9
4200,St. George (40 miles outside of),UT,Triangle,9/5/16,22:30,Segunda-feira,5,9
4201,Santa Fe,NM,Other,9/5/16,21:30,Segunda-feira,5,9
4202,Bloomer,WI,Triangle,9/5/16,21:00,Segunda-feira,5,9
4203,Bloomer,WI,Triangle,9/5/16,21:00,Segunda-feira,5,9
4204,Spotsylvania,VA,Sphere,9/5/16,20:45,Segunda-feira,5,9
4205,Pittsgrove,NJ,Sphere,9/5/16,20:30,Segunda-feira,5,9
4206,South Park Township,PA,Light,9/5/16,20:00,Segunda-feira,5,9
4207,Rose City,MI,Light,9/5/16,19:55,Segunda-feira,5,9
4208,Magalia,CA,Changing,9/5/16,19:50,Segunda-feira,5,9
4209,Webster,NY,Light,9/5/16,10:00,Segunda-feira,5,9
4210,Wake Forest,NC,Sphere,9/5/16,09:35,Segunda-feira,5,9
4211,Jamaica Beach,TX,Light,9/5/16,05:20,Segunda-feira,5,9
4212,Orland Park,IL,Other,9/5/16,04:00,Segunda-feira,5,9
4213,Jefferson Hills,PA,Light,9/5/16,04:00,Segunda-feira,5,9
4214,Parker,CO,Formation,9/5/16,02:20,Segunda-feira,5,9
4215,Taylorsville,UT,Disk,9/5/16,01:00,Segunda-feira,5,9
4216,Muskegon,MI,Triangle,9/5/16,00:00,Segunda-feira,5,9
4217,Morristown,TN,Triangle,9/4/16,00:00,Domingo,4,9
4218,National Park,NJ,Fireball,9/4/16,23:00,Domingo,4,9
4219,Lawrenceburg,KY,Fireball,9/4/16,22:45,Domingo,4,9
4220,Varnell,GA,Fireball,9/4/16,22:29,Domingo,4,9
4221,Bremen,GA,Triangle,9/4/16,22:00,Domingo,4,9
4222,St. Louis,MO,Triangle,9/4/16,21:30,Domingo,4,9
4223,Pflugerville,TX,Fireball,9/4/16,21:00,Domingo,4,9
4224,Elgin,IL,Fireball,9/4/16,21:00,Domingo,4,9
4225,Kettering,OH,Other,9/4/16,19:55,Domingo,4,9
4226,Manassas,VA,Disk,9/4/16,19:32,Domingo,4,9
4227,West Chester,PA,Other,9/4/16,19:18,Domingo,4,9
4228,Winnemucca,UT,Cylinder,9/4/16,18:40,Domingo,4,9
4229,Arvada,CO,Circle,9/4/16,17:45,Domingo,4,9
4230,Port St. Lucie,FL,Sphere,9/4/16,15:03,Domingo,4,9
4231,Miami,FL,Oval,9/4/16,11:30,Domingo,4,9
4232,Buffalo,WY,Rectangle,9/4/16,09:30,Domingo,4,9
4233,Portage,WI,Circle,9/4/16,08:45,Domingo,4,9
4234,Northbrook,IL,Light,9/4/16,03:40,Domingo,4,9
4235,Tampa,FL,Other,9/4/16,01:00,Domingo,4,9
4236,Donora,PA,Light,9/4/16,01:00,Domingo,4,9
4237,Mount royal,NJ,Light,9/3/16,00:00,Sábado,3,9
4238,Royal Oak,MI,Disk,9/3/16,00:00,Sábado,3,9
4239,Forest Grove,OR,Sphere,9/3/16,23:57,Sábado,3,9
4240,Portland,OR,Fireball,9/3/16,23:55,Sábado,3,9
4241,Auburn,WI,Circle,9/3/16,23:45,Sábado,3,9
4242,Manalapan,NJ,Fireball,9/3/16,23:00,Sábado,3,9
4243,Hurley,MO,Light,9/3/16,23:00,Sábado,3,9
4244,Chicago (Wood Dale),IL,Fireball,9/3/16,23:00,Sábado,3,9
4245,Idyllwild,CA,Formation,9/3/16,21:58,Sábado,3,9
4246,Hamburg,NJ,Sphere,9/3/16,21:30,Sábado,3,9
4247,Smithfield,RI,Light,9/3/16,21:30,Sábado,3,9
4248,San Pedro,CA,Circle,9/3/16,20:50,Sábado,3,9
4249,Roseville,MI,Triangle,9/3/16,20:45,Sábado,3,9
4250,Greenwood Lake,NJ,Light,9/3/16,20:35,Sábado,3,9
4251,High Ridge,MO,Circle,9/3/16,20:30,Sábado,3,9
4252,Reno,NV,Light,9/3/16,20:27,Sábado,3,9
4253,Sellersville,PA,Light,9/3/16,20:25,Sábado,3,9
4254,Pasco,WA,Changing,9/3/16,18:13,Sábado,3,9
4255,Bainbridge Island,WA,Circle,9/3/16,18:00,Sábado,3,9
4256,Springesttbury,PA,Other,9/3/16,17:00,Sábado,3,9
4257,Hanceville,AL,Light,9/3/16,06:00,Sábado,3,9
4258,Madison,WI,Light,9/3/16,05:15,Sábado,3,9
4259,Pensacola,FL,Circle,9/3/16,04:45,Sábado,3,9
4260,Manistique,MI,Triangle,9/3/16,03:00,Sábado,3,9
4261,Oxon Hill,MD,Triangle,9/3/16,02:00,Sábado,3,9
4262,North Las Vegas,NV,Light,9/3/16,01:08,Sábado,3,9
4263,Hedgesville,WV,Circle,9/3/16,01:00,Sábado,3,9
4264,Pike Creek,DE,Other,9/3/16,00:00,Sábado,3,9
4265,Lake Orion,MI,Circle,9/3/16,00:00,Sábado,3,9
4266,Salem,OR,Fireball,9/2/16,23:59,Sexta-feira,2,9
4267,Eugene,OR,Triangle,9/2/16,23:40,Sexta-feira,2,9
4268,Harbor Springs,MI,Triangle,9/2/16,23:30,Sexta-feira,2,9
4269,Dedham,MA,Light,9/2/16,22:30,Sexta-feira,2,9
4270,Littleton,CO,Triangle,9/2/16,22:30,Sexta-feira,2,9
4271,Menifee,CA,Circle,9/2/16,22:00,Sexta-feira,2,9
4272,Westminster,CO,Changing,9/2/16,22:00,Sexta-feira,2,9
4273,Seekonk,MA,Fireball,9/2/16,21:44,Sexta-feira,2,9
4274,Nashport,OH,Light,9/2/16,21:20,Sexta-feira,2,9
4275,Springfield,MO,Light,9/2/16,21:14,Sexta-feira,2,9
4276,Knoxville,TN,Circle,9/2/16,21:00,Sexta-feira,2,9
4277,Angleton,TX,Flash,9/2/16,20:35,Sexta-feira,2,9
4278,Erie,CO,Light,9/2/16,20:27,Sexta-feira,2,9
4279,St. Albans,WV,Fireball,9/2/16,20:18,Sexta-feira,2,9
4280,Green Bay,WI,Light,9/2/16,20:15,Sexta-feira,2,9
4281,Naperville,IL,Triangle,9/2/16,19:23,Sexta-feira,2,9
4282,Gulfport,MS,Triangle,9/2/16,18:00,Sexta-feira,2,9
4283,Falls Church,VA,Disk,9/2/16,12:18,Sexta-feira,2,9
4284,Gainesville,VA,Sphere,9/2/16,11:30,Sexta-feira,2,9
4285,Riegelsville,PA,Changing,9/2/16,05:20,Sexta-feira,2,9
4286,Hillsboro,OR,Light,9/2/16,00:01,Sexta-feira,2,9
4287,Greenfield,WI,Fireball,9/2/16,00:00,Sexta-feira,2,9
4288,Stickney,IL,Sphere,9/2/16,,Sexta-feira,2,9
4289,Panama City Beach,FL,Sphere,9/1/16,22:50,Quinta-Feira,1,9
4290,Brookfield,WI,Other,9/1/16,22:30,Quinta-Feira,1,9
4291,Lehighton,PA,Fireball,9/1/16,22:00,Quinta-Feira,1,9
4292,Dollar Bay,MI,Formation,9/1/16,22:00,Quinta-Feira,1,9
4293,South Marquette County,MI,Formation,9/1/16,21:30,Quinta-Feira,1,9
4294,Vale,NC,Light,9/1/16,05:29,Quinta-Feira,1,9
4295,Cedar Rapids,IA,Light,9/1/16,04:30,Quinta-Feira,1,9
4296,Terre Haute,IN,Light,8/31/16,23:40,Quarta-feira,31,8
4297,Corte Madera,CA,Circle,8/31/16,22:00,Quarta-feira,31,8
4298,Malo,WA,Light,8/31/16,22:00,Quarta-feira,31,8
4299,Arlington,WI,Light,8/31/16,21:00,Quarta-feira,31,8
4300,Concord,NC,Triangle,8/31/16,21:00,Quarta-feira,31,8
4301,Pomona,CA,Sphere,8/31/16,19:46,Quarta-feira,31,8
4302,Grants,NM,Light,8/31/16,19:38,Quarta-feira,31,8
4303,Memphis,TN,Light,8/31/16,01:38,Quarta-feira,31,8
4304,Columbus,OH,Triangle,8/30/16,23:56,Terça-feira,30,8
4305,Anchorage,AK,Sphere,8/30/16,23:08,Terça-feira,30,8
